"filename", "language", "SQL", "Java", "YAML", "Java Properties", "XML", "JSON", "Batch", "Markdown", "Python", "Docker", "PHP", "CSS", "TypeScript React", "JavaScript", "TypeScript", "JSON with Comments", "HTML", "comment", "blank", "total"
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/objects/maintnance_workers.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/objects/movie.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 34
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/objects/part.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/objects/part_supplies.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/objects/seat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 14
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/objects/sechedule.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 18
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/objects/street.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 14
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/objects/theater.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 13
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/objects/theaters_hall.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 13
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/objects/transaction.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 25
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/part_populate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/part_supplies_populate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 27
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/populate_all.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 17
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/populate_sched_thisweek.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/registered_costumers_populate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 31
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/schedueled_populate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 41
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/seats_populate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/street_fetch.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 33
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/theater_hall_populate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/theaters_populate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 59
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/transactions_populate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 39
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/util.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/scripts/vip_hall_populate.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 22, 10, 63
"/Users/idang/dev/DB/DB2023_2149/tomcatdeploy/Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 5, 12
"/Users/idang/dev/DB/DB2023_2149/tomcatdeploy/spring-boot-complete-0.0.1-SNAPSHOT/META-INF/maven/com.example/spring-boot-complete/pom.properties", "Java Properties", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
